	Ticker Symbol	Years	Period Ending	Period Ending Year	Total Revenue	Cost of Goods Sold	 Sales, General and Admin. 	Research and Development	Other Operating Items	GICS Sector	GICS Sub Industry	Gross Margin 1-(COGS/Total revenue)	Operating Margin [Operating profit or Income/Total revenue]	Operating profit [Gross profit - Total operatign expenses]	Gross profit [Total revenue - COGS]
846	INTU	Year 4	7/31/2016	2016	$4,694,000,000	$730,000,000	$1,807,000,000	$881,000,000	$34,000,000	Information Technology	Internet Software & Services	0.84	0.26	$1,242,000,000	$3,964,000,000
847	IP	Year 1	12/31/2012	2012	$21,852,000,000	$15,287,000,000	$3,303,000,000	$0	$1,473,000,000	Materials	Paper Packaging	0.30	0.08	$1,789,000,000	$6,565,000,000
848	IP	Year 2	12/31/2013	2013	$23,483,000,000	$16,282,000,000	$3,557,000,000	$0	$1,531,000,000	Materials	Paper Packaging	0.31	0.09	$2,113,000,000	$7,201,000,000
849	IP	Year 3	12/31/2014	2014	$23,617,000,000	$16,254,000,000	$3,494,000,000	$0	$1,406,000,000	Materials	Paper Packaging	0.31	0.10	$2,463,000,000	$7,363,000,000
850	IP	Year 4	12/31/2015	2015	$22,365,000,000	$15,468,000,000	$3,219,000,000	$0	$1,294,000,000	Materials	Paper Packaging	0.31	0.11	$2,384,000,000	$6,897,000,000
851	IPG	Year 1	12/31/2012	2012	$6,956,200,000	$0	$6,279,100,000	$0	$0	Consumer Discretionary	Advertising	1.00	0.10	$677,100,000	$6,956,200,000
852	IPG	Year 2	12/31/2013	2013	$7,122,300,000	$0	$6,463,400,000	$0	$0	Consumer Discretionary	Advertising	1.00	0.09	$658,900,000	$7,122,300,000
853	IPG	Year 3	12/31/2014	2014	$7,537,100,000	$0	$6,748,500,000	$0	$0	Consumer Discretionary	Advertising	1.00	0.10	$788,600,000	$7,537,100,000
854	IPG	Year 4	12/31/2015	2015	$7,613,800,000	$0	$6,742,700,000	$0	$0	Consumer Discretionary	Advertising	1.00	0.11	$871,100,000	$7,613,800,000
855	IRM	Year 1	12/31/2012	2012	$3,003,955,000	$1,277,113,000	$850,371,000	$0	$316,344,000	Real Estate	REITs	0.57	0.19	$560,127,000	$1,726,842,000
856	IRM	Year 2	12/31/2013	2013	$3,024,623,000	$1,288,878,000	$924,031,000	$0	$322,037,000	Real Estate	REITs	0.57	0.16	$489,677,000	$1,735,745,000
857	IRM	Year 3	12/31/2014	2014	$3,117,693,000	$1,344,636,000	$869,572,000	$0	$353,143,000	Real Estate	REITs	0.57	0.18	$550,342,000	$1,773,057,000
858	IRM	Year 4	12/31/2015	2015	$3,007,976,000	$1,290,025,000	$844,960,000	$0	$345,464,000	Real Estate	REITs	0.57	0.18	$527,527,000	$1,717,951,000
859	ISRG	Year 1	12/31/2013	2013	$2,265,100,000	$670,900,000	$574,000,000	$167,700,000	$0	Health Care	Health Care Equipment	0.70	0.38	$852,500,000	$1,594,200,000
860	ISRG	Year 2	12/31/2014	2014	$2,131,700,000	$717,900,000	$691,000,000	$178,000,000	$0	Health Care	Health Care Equipment	0.66	0.26	$544,800,000	$1,413,800,000
861	ISRG	Year 3	12/31/2015	2015	$2,384,400,000	$806,500,000	$640,500,000	$197,400,000	$0	Health Care	Health Care Equipment	0.66	0.31	$740,000,000	$1,577,900,000
862	ISRG	Year 4	12/31/2016	2016	$2,704,400,000	$814,300,000	$705,300,000	$239,600,000	$0	Health Care	Health Care Equipment	0.70	0.35	$945,200,000	$1,890,100,000
863	ITW	Year 1	12/31/2013	2013	$14,135,000,000	$8,554,000,000	$2,815,000,000	$0	$250,000,000	Industrials	Industrial Machinery	0.39	0.18	$2,516,000,000	$5,581,000,000
864	ITW	Year 2	12/31/2014	2014	$14,484,000,000	$8,673,000,000	$2,678,000,000	$0	$245,000,000	Industrials	Industrial Machinery	0.40	0.20	$2,888,000,000	$5,811,000,000
865	ITW	Year 3	12/31/2015	2015	$13,405,000,000	$7,888,000,000	$2,417,000,000	$0	$233,000,000	Industrials	Industrial Machinery	0.41	0.21	$2,867,000,000	$5,517,000,000
866	ITW	Year 4	12/31/2016	2016	$13,599,000,000	$7,896,000,000	$2,415,000,000	$0	$224,000,000	Industrials	Industrial Machinery	0.42	0.23	$3,064,000,000	$5,703,000,000
867	IVZ	Year 1	12/31/2012	2012	$4,050,400,000	$0	$3,207,800,000	$0	$0	Financials	Asset Management & Custody Banks	1.00	0.21	$842,600,000	$4,050,400,000
868	IVZ	Year 2	12/31/2013	2013	$4,644,600,000	$0	$3,524,400,000	$0	$0	Financials	Asset Management & Custody Banks	1.00	0.24	$1,120,200,000	$4,644,600,000
869	IVZ	Year 3	12/31/2014	2014	$5,147,100,000	$0	$3,870,200,000	$0	$0	Financials	Asset Management & Custody Banks	1.00	0.25	$1,276,900,000	$5,147,100,000
870	IVZ	Year 4	12/31/2015	2015	$5,122,900,000	$0	$3,764,500,000	$0	$0	Financials	Asset Management & Custody Banks	1.00	0.27	$1,358,400,000	$5,122,900,000
871	JBHT	Year 1	12/31/2012	2012	$5,054,980,000	$3,230,857,000	$1,064,757,000	$0	$229,166,000	Industrials	Trucking	0.36	0.10	$530,200,000	$1,824,123,000
872	JBHT	Year 2	12/31/2013	2013	$5,584,571,000	$3,570,801,000	$1,183,682,000	$0	$253,380,000	Industrials	Trucking	0.36	0.10	$576,708,000	$2,013,770,000
873	JBHT	Year 3	12/31/2014	2014	$6,165,441,000	$3,898,403,000	$1,341,000,000	$0	$294,496,000	Industrials	Trucking	0.37	0.10	$631,542,000	$2,267,038,000
874	JBHT	Year 4	12/31/2015	2015	$6,187,646,000	$3,665,578,000	$1,466,761,000	$0	$339,613,000	Industrials	Trucking	0.41	0.12	$715,694,000	$2,522,068,000
875	JEC	Year 1	9/27/2013	2013	$11,818,376,000	$9,976,057,000	$1,173,340,000	$0	$0	Industrials	Industrial Conglomerates	0.16	0.06	$668,979,000	$1,842,319,000
876	JEC	Year 2	9/26/2014	2014	$12,695,157,000	$10,621,373,000	$1,545,716,000	$0	$0	Industrials	Industrial Conglomerates	0.16	0.04	$528,068,000	$2,073,784,000
877	JEC	Year 3	10/2/2015	2015	$12,114,832,000	$10,146,494,000	$1,522,811,000	$0	$0	Industrials	Industrial Conglomerates	0.16	0.04	$445,527,000	$1,968,338,000
878	JEC	Year 4	9/30/2016	2016	$10,964,157,000	$9,196,326,000	$1,429,233,000	$0	$0	Industrials	Industrial Conglomerates	0.16	0.03	$338,598,000	$1,767,831,000
879	JNPR	Year 1	12/31/2012	2012	$4,365,400,000	$1,656,600,000	$1,252,300,000	$1,101,600,000	$0	Information Technology	Networking Equipment	0.62	0.08	$354,900,000	$2,708,800,000
880	JNPR	Year 2	12/31/2013	2013	$4,669,100,000	$1,727,700,000	$1,293,200,000	$1,043,200,000	$0	Information Technology	Networking Equipment	0.63	0.13	$605,000,000	$2,941,400,000
881	JNPR	Year 3	12/31/2014	2014	$4,627,100,000	$1,768,900,000	$1,254,700,000	$1,006,200,000	$0	Information Technology	Networking Equipment	0.62	0.13	$597,300,000	$2,858,200,000
882	JNPR	Year 4	12/31/2015	2015	$4,857,800,000	$1,779,200,000	$1,172,700,000	$994,500,000	$0	Information Technology	Networking Equipment	0.63	0.19	$911,400,000	$3,078,600,000
883	JPM	Year 1	12/31/2012	2012	$93,646,000,000	$0	$64,729,000,000	$0	$3,385,000,000	Financials	Banks	1.00	0.27	$25,532,000,000	$93,646,000,000
884	JPM	Year 2	12/31/2013	2013	$97,142,000,000	$0	$70,467,000,000	$0	$225,000,000	Financials	Banks	1.00	0.27	$26,450,000,000	$97,142,000,000
885	JPM	Year 3	12/31/2014	2014	$91,973,000,000	$0	$61,274,000,000	$0	$3,139,000,000	Financials	Banks	1.00	0.30	$27,560,000,000	$91,973,000,000
886	JPM	Year 4	12/31/2015	2015	$89,716,000,000	$0	$59,014,000,000	$0	$3,827,000,000	Financials	Banks	1.00	0.30	$26,875,000,000	$89,716,000,000
887	JWN	Year 1	2/2/2013	2013	$12,134,000,000	$7,432,000,000	$3,357,000,000	$0	$0	Consumer Discretionary	Department Stores	0.39	0.11	$1,345,000,000	$4,702,000,000
888	JWN	Year 2	2/1/2014	2014	$12,540,000,000	$7,737,000,000	$3,453,000,000	$0	$0	Consumer Discretionary	Department Stores	0.38	0.11	$1,350,000,000	$4,803,000,000
889	JWN	Year 3	1/31/2015	2015	$13,506,000,000	$8,406,000,000	$3,777,000,000	$0	$0	Consumer Discretionary	Department Stores	0.38	0.10	$1,323,000,000	$5,100,000,000
890	JWN	Year 4	1/30/2016	2016	$14,437,000,000	$9,168,000,000	$4,168,000,000	$0	$0	Consumer Discretionary	Department Stores	0.36	0.08	$1,101,000,000	$5,269,000,000
891	K	Year 1	12/29/2012	2012	$14,197,000,000	$8,763,000,000	$3,872,000,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.38	0.11	$1,562,000,000	$5,434,000,000
892	K	Year 2	12/28/2013	2013	$14,792,000,000	$8,689,000,000	$3,266,000,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.41	0.19	$2,837,000,000	$6,103,000,000
893	K	Year 3	1/3/2015	2015	$14,580,000,000	$9,517,000,000	$4,039,000,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.35	0.07	$1,024,000,000	$5,063,000,000
894	K	Year 4	1/2/2016	2016	$13,525,000,000	$8,844,000,000	$3,590,000,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.35	0.08	$1,091,000,000	$4,681,000,000
895	KEY	Year 1	9/30/2013	2013	$1,287,577,000	$1,073,447,000	$174,085,000	$0	$12,784,000	Financials	Banks	0.17	0.02	$27,261,000	$214,130,000
896	KEY	Year 2	9/30/2014	2014	$1,463,767,000	$1,200,308,000	$194,491,000	$0	$13,279,000	Financials	Banks	0.18	0.04	$55,689,000	$263,459,000
897	KEY	Year 3	9/30/2015	2015	$1,627,413,000	$1,354,969,000	$207,519,000	$0	$13,338,000	Financials	Banks	0.17	0.03	$51,587,000	$272,444,000
898	KEY	Year 4	9/30/2016	2016	$1,822,114,000	$1,524,907,000	$224,088,000	$0	$13,794,000	Financials	Banks	0.16	0.03	$59,325,000	$297,207,000
899	KIM	Year 1	12/31/2012	2012	$793,373,000	$206,974,000	$123,524,000	$0	$214,827,000	Real Estate	REITs	0.74	0.31	$248,048,000	$586,399,000
900	KIM	Year 2	12/31/2013	2013	$861,527,000	$221,498,000	$127,470,000	$0	$224,713,000	Real Estate	REITs	0.74	0.33	$287,846,000	$640,029,000
901	KIM	Year 3	12/31/2014	2014	$993,897,000	$258,617,000	$122,201,000	$0	$258,074,000	Real Estate	REITs	0.74	0.36	$355,005,000	$735,280,000
902	KIM	Year 4	12/31/2015	2015	$1,166,769,000	$304,477,000	$122,735,000	$0	$344,527,000	Real Estate	REITs	0.74	0.34	$395,030,000	$862,292,000
903	KLAC	Year 1	6/30/2013	2013	$2,842,781,000	$1,237,452,000	$387,812,000	$487,832,000	$0	Information Technology	Semiconductor Equipment	0.56	0.26	$729,685,000	$1,605,329,000
904	KLAC	Year 2	6/30/2014	2014	$2,929,408,000	$1,232,962,000	$384,907,000	$539,469,000	$0	Information Technology	Semiconductor Equipment	0.58	0.26	$772,070,000	$1,696,446,000
905	KLAC	Year 3	6/30/2015	2015	$2,814,049,000	$1,215,229,000	$406,864,000	$530,616,000	$0	Information Technology	Semiconductor Equipment	0.57	0.24	$661,340,000	$1,598,820,000
906	KLAC	Year 4	6/30/2016	2016	$2,984,493,000	$1,163,391,000	$379,399,000	$481,258,000	$0	Information Technology	Semiconductor Equipment	0.61	0.32	$960,445,000	$1,821,102,000
907	KMB	Year 1	12/31/2013	2013	$19,561,000,000	$12,952,000,000	$3,706,000,000	$0	$0	Consumer Staples	Household Products	0.34	0.15	$2,903,000,000	$6,609,000,000
908	KMB	Year 2	12/31/2014	2014	$19,724,000,000	$13,041,000,000	$4,162,000,000	$0	$0	Consumer Staples	Household Products	0.34	0.13	$2,521,000,000	$6,683,000,000
909	KMB	Year 3	12/31/2015	2015	$18,591,000,000	$11,967,000,000	$5,011,000,000	$0	$0	Consumer Staples	Household Products	0.36	0.09	$1,613,000,000	$6,624,000,000
910	KMB	Year 4	12/31/2016	2016	$18,202,000,000	$11,551,000,000	$3,334,000,000	$0	$0	Consumer Staples	Household Products	0.37	0.18	$3,317,000,000	$6,651,000,000
911	KMI	Year 1	12/31/2013	2013	$14,070,000,000	$7,365,000,000	$1,007,000,000	$0	$1,806,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.48	0.28	$3,892,000,000	$6,705,000,000
912	KMI	Year 2	12/31/2014	2014	$16,226,000,000	$8,435,000,000	$1,029,000,000	$0	$2,040,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.48	0.29	$4,722,000,000	$7,791,000,000
913	KMI	Year 3	12/31/2015	2015	$14,403,000,000	$6,452,000,000	$1,126,000,000	$0	$2,309,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.55	0.31	$4,516,000,000	$7,951,000,000
914	KMI	Year 4	12/31/2016	2016	$13,058,000,000	$5,801,000,000	$1,089,000,000	$0	$2,209,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.56	0.30	$3,959,000,000	$7,257,000,000
915	KMX	Year 1	2/28/2013	2013	$10,962,818,000	$9,498,456,000	$731,767,000	$0	$0	Consumer Discretionary	Specialty Stores	0.13	0.07	$732,595,000	$1,464,362,000
916	KMX	Year 2	2/28/2014	2014	$12,574,299,000	$10,925,598,000	$819,048,000	$0	$0	Consumer Discretionary	Specialty Stores	0.13	0.07	$829,653,000	$1,648,701,000
917	KMX	Year 3	2/28/2015	2015	$14,268,716,000	$12,381,189,000	$890,431,000	$0	$0	Consumer Discretionary	Specialty Stores	0.13	0.07	$997,096,000	$1,887,527,000
918	KMX	Year 4	2/29/2016	2016	$15,149,675,000	$13,130,915,000	$959,899,000	$0	$0	Consumer Discretionary	Specialty Stores	0.13	0.07	$1,058,861,000	$2,018,760,000
919	KO	Year 1	12/31/2012	2012	$48,017,000,000	$19,053,000,000	$18,185,000,000	$0	$0	Consumer Staples	Soft Drinks	0.60	0.22	$10,779,000,000	$28,964,000,000
920	KO	Year 2	12/31/2013	2013	$46,854,000,000	$18,421,000,000	$18,205,000,000	$0	$0	Consumer Staples	Soft Drinks	0.61	0.22	$10,228,000,000	$28,433,000,000
921	KO	Year 3	12/31/2014	2014	$45,998,000,000	$17,889,000,000	$18,401,000,000	$0	$0	Consumer Staples	Soft Drinks	0.61	0.21	$9,708,000,000	$28,109,000,000
922	KO	Year 4	12/31/2015	2015	$44,294,000,000	$17,482,000,000	$18,084,000,000	$0	$0	Consumer Staples	Soft Drinks	0.61	0.20	$8,728,000,000	$26,812,000,000
923	KORS	Year 1	3/30/2013	2013	$2,181,732,000	$875,166,000	$621,536,000	$0	$54,291,000	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.60	0.29	$630,739,000	$1,306,566,000
924	KORS	Year 2	3/29/2014	2014	$3,310,800,000	$1,294,700,000	$926,900,000	$0	$79,700,000	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.61	0.30	$1,009,500,000	$2,016,100,000
925	KORS	Year 3	3/28/2015	2015	$4,371,500,000	$1,723,800,000	$1,251,500,000	$0	$138,400,000	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.61	0.29	$1,257,800,000	$2,647,700,000
926	KORS	Year 4	4/2/2016	2016	$4,712,100,000	$1,914,900,000	$1,428,000,000	$0	$183,200,000	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.59	0.25	$1,186,000,000	$2,797,200,000
927	KR	Year 1	2/2/2013	2013	$96,619,000,000	$76,726,000,000	$15,477,000,000	$0	$1,652,000,000	Consumer Staples	Food Retail	0.21	0.03	$2,764,000,000	$19,893,000,000
928	KR	Year 2	2/1/2014	2014	$98,375,000,000	$78,138,000,000	$15,809,000,000	$0	$1,703,000,000	Consumer Staples	Food Retail	0.21	0.03	$2,725,000,000	$20,237,000,000
929	KR	Year 3	1/31/2015	2015	$108,465,000,000	$85,512,000,000	$17,868,000,000	$0	$1,948,000,000	Consumer Staples	Food Retail	0.21	0.03	$3,137,000,000	$22,953,000,000
930	KR	Year 4	1/30/2016	2016	$109,830,000,000	$85,496,000,000	$18,669,000,000	$0	$2,089,000,000	Consumer Staples	Food Retail	0.22	0.03	$3,576,000,000	$24,334,000,000
931	KSS	Year 1	2/2/2013	2013	$19,279,000,000	$12,289,000,000	$4,267,000,000	$0	$833,000,000	Consumer Discretionary	General Merchandise Stores	0.36	0.10	$1,890,000,000	$6,990,000,000
932	KSS	Year 2	2/1/2014	2014	$19,031,000,000	$12,087,000,000	$4,313,000,000	$0	$889,000,000	Consumer Discretionary	General Merchandise Stores	0.36	0.09	$1,742,000,000	$6,944,000,000
933	KSS	Year 3	1/31/2015	2015	$19,023,000,000	$12,098,000,000	$4,350,000,000	$0	$886,000,000	Consumer Discretionary	General Merchandise Stores	0.36	0.09	$1,689,000,000	$6,925,000,000
934	KSS	Year 4	1/30/2016	2016	$19,204,000,000	$12,265,000,000	$4,452,000,000	$0	$934,000,000	Consumer Discretionary	General Merchandise Stores	0.36	0.08	$1,553,000,000	$6,939,000,000
935	KSU	Year 1	12/31/2013	2013	$2,369,300,000	$805,300,000	$602,100,000	$0	$223,300,000	Industrials	Railroads	0.66	0.31	$738,600,000	$1,564,000,000
936	KSU	Year 2	12/31/2014	2014	$2,577,100,000	$877,900,000	$632,000,000	$0	$258,100,000	Industrials	Railroads	0.66	0.31	$809,100,000	$1,699,200,000
937	KSU	Year 3	12/31/2015	2015	$2,418,800,000	$759,200,000	$571,200,000	$0	$284,600,000	Industrials	Railroads	0.69	0.33	$803,800,000	$1,659,600,000
938	KSU	Year 4	12/31/2016	2016	$2,334,200,000	$691,100,000	$519,600,000	$0	$305,000,000	Industrials	Railroads	0.70	0.35	$818,500,000	$1,643,100,000
939	LB	Year 1	2/2/2013	2013	$10,459,000,000	$6,073,000,000	$2,720,000,000	$0	$0	Consumer Discretionary	Apparel Retail	0.42	0.16	$1,666,000,000	$4,386,000,000
940	LB	Year 2	2/1/2014	2014	$10,773,000,000	$6,344,000,000	$2,686,000,000	$0	$0	Consumer Discretionary	Apparel Retail	0.41	0.16	$1,743,000,000	$4,429,000,000
941	LB	Year 3	1/31/2015	2015	$11,454,000,000	$6,646,000,000	$2,855,000,000	$0	$0	Consumer Discretionary	Apparel Retail	0.42	0.17	$1,953,000,000	$4,808,000,000
942	LB	Year 4	1/30/2016	2016	$12,154,000,000	$6,950,000,000	$3,012,000,000	$0	$0	Consumer Discretionary	Apparel Retail	0.43	0.18	$2,192,000,000	$5,204,000,000
943	LEG	Year 1	12/31/2012	2012	$3,414,500,000	$2,718,900,000	$346,100,000	$0	$25,100,000	Industrials	Industrial Conglomerates	0.20	0.10	$324,400,000	$695,600,000
944	LEG	Year 2	12/31/2013	2013	$3,477,200,000	$2,767,300,000	$346,900,000	$0	$25,400,000	Industrials	Industrial Conglomerates	0.20	0.10	$337,600,000	$709,900,000
945	LEG	Year 3	12/31/2014	2014	$3,782,300,000	$2,991,900,000	$439,200,000	$0	$19,700,000	Industrials	Industrial Conglomerates	0.21	0.09	$331,500,000	$790,400,000
946	LEG	Year 4	12/31/2015	2015	$3,917,200,000	$2,994,000,000	$411,800,000	$0	$20,800,000	Industrials	Industrial Conglomerates	0.24	0.13	$490,600,000	$923,200,000
947	LEN	Year 1	11/30/2013	2013	$5,935,095,000	$4,920,664,000	$328,595,000	$0	$0	Consumer Discretionary	Homebuilding	0.17	0.12	$685,836,000	$1,014,431,000
948	LEN	Year 2	11/30/2014	2014	$7,779,812,000	$6,336,272,000	$521,502,000	$0	$0	Consumer Discretionary	Homebuilding	0.19	0.12	$922,038,000	$1,443,540,000
949	LEN	Year 3	11/30/2015	2015	$9,474,008,000	$7,757,571,000	$630,421,000	$0	$0	Consumer Discretionary	Homebuilding	0.18	0.11	$1,086,016,000	$1,716,437,000
950	LEN	Year 4	11/30/2016	2016	$10,949,999,000	$8,923,519,000	$764,117,000	$0	$0	Consumer Discretionary	Homebuilding	0.19	0.12	$1,262,363,000	$2,026,480,000
951	LH	Year 1	12/31/2012	2012	$5,671,400,000	$3,421,700,000	$1,114,600,000	$0	$86,300,000	Health Care	Health Care Facilities	0.40	0.18	$1,048,800,000	$2,249,700,000
952	LH	Year 2	12/31/2013	2013	$5,808,300,000	$3,585,100,000	$1,128,800,000	$0	$81,700,000	Health Care	Health Care Facilities	0.38	0.17	$1,012,700,000	$2,223,200,000
953	LH	Year 3	12/31/2014	2014	$6,011,600,000	$3,808,500,000	$1,198,200,000	$0	$76,700,000	Health Care	Health Care Facilities	0.37	0.15	$928,200,000	$2,203,100,000
954	LH	Year 4	12/31/2015	2015	$8,680,100,000	$5,776,800,000	$1,622,000,000	$0	$164,500,000	Health Care	Health Care Facilities	0.33	0.13	$1,116,800,000	$2,903,300,000
955	LKQ	Year 1	12/31/2012	2012	$4,122,930,000	$2,398,790,000	$1,219,343,000	$0	$64,093,000	Consumer Discretionary	Distributors	0.42	0.11	$440,704,000	$1,724,140,000
956	LKQ	Year 2	12/31/2013	2013	$5,062,528,000	$2,987,126,000	$1,454,080,000	$0	$80,969,000	Consumer Discretionary	Distributors	0.41	0.11	$540,353,000	$2,075,402,000
957	LKQ	Year 3	12/31/2014	2014	$6,740,064,000	$4,088,151,000	$1,866,520,000	$0	$120,719,000	Consumer Discretionary	Distributors	0.39	0.10	$664,674,000	$2,651,913,000
958	LKQ	Year 4	12/31/2015	2015	$7,192,633,000	$4,359,104,000	$1,987,271,000	$0	$122,120,000	Consumer Discretionary	Distributors	0.39	0.10	$724,138,000	$2,833,529,000
959	LLL	Year 1	12/31/2012	2012	$13,107,000,000	$11,799,000,000	$0	$0	$0	Industrials	Industrial Conglomerates	0.10	0.10	$1,308,000,000	$1,308,000,000
960	LLL	Year 2	12/31/2013	2013	$11,420,000,000	$10,303,000,000	$0	$0	$0	Industrials	Industrial Conglomerates	0.10	0.10	$1,117,000,000	$1,117,000,000
961	LLL	Year 3	12/31/2014	2014	$10,986,000,000	$9,974,000,000	$0	$0	$0	Industrials	Industrial Conglomerates	0.09	0.09	$1,012,000,000	$1,012,000,000
962	LLL	Year 4	12/31/2015	2015	$10,466,000,000	$9,576,000,000	$0	$0	$0	Industrials	Industrial Conglomerates	0.09	0.09	$890,000,000	$890,000,000
963	LLTC	Year 1	6/30/2013	2013	$1,282,236,000	$322,516,000	$151,382,000	$235,184,000	$0	Information Technology	Semiconductors	0.75	0.45	$573,154,000	$959,720,000
964	LLTC	Year 2	6/29/2014	2014	$1,388,386,000	$338,580,000	$159,642,000	$250,434,000	$0	Information Technology	Semiconductors	0.76	0.46	$639,730,000	$1,049,806,000
965	LLTC	Year 3	6/28/2015	2015	$1,475,139,000	$355,727,000	$169,952,000	$266,761,000	$0	Information Technology	Semiconductors	0.76	0.46	$682,699,000	$1,119,412,000
966	LLTC	Year 4	7/3/2016	2016	$1,423,936,000	$343,801,000	$170,120,000	$276,462,000	$0	Information Technology	Semiconductors	0.76	0.44	$633,553,000	$1,080,135,000
967	LLY	Year 1	12/31/2012	2012	$22,603,400,000	$4,796,500,000	$6,839,500,000	$5,278,100,000	$0	Health Care	Pharmaceuticals	0.79	0.25	$5,689,300,000	$17,806,900,000
968	LLY	Year 2	12/31/2013	2013	$23,113,100,000	$4,908,100,000	$6,606,700,000	$5,531,300,000	$0	Health Care	Pharmaceuticals	0.79	0.26	$6,067,000,000	$18,205,000,000
969	LLY	Year 3	12/31/2014	2014	$19,615,600,000	$4,932,500,000	$6,280,300,000	$4,733,600,000	$0	Health Care	Pharmaceuticals	0.75	0.19	$3,669,200,000	$14,683,100,000
970	LLY	Year 4	12/31/2015	2015	$19,958,700,000	$5,037,200,000	$6,432,400,000	$4,796,400,000	$0	Health Care	Pharmaceuticals	0.75	0.19	$3,692,700,000	$14,921,500,000
971	LMT	Year 1	12/31/2013	2013	$45,358,000,000	$41,171,000,000	-$318,000,000	$0	$0	Industrials	Aerospace & Defense	0.09	0.10	$4,505,000,000	$4,187,000,000
972	LMT	Year 2	12/31/2014	2014	$39,946,000,000	$35,263,000,000	-$329,000,000	$0	$0	Industrials	Aerospace & Defense	0.12	0.13	$5,012,000,000	$4,683,000,000
973	LMT	Year 3	12/31/2015	2015	$40,536,000,000	$36,044,000,000	-$220,000,000	$0	$0	Industrials	Aerospace & Defense	0.11	0.12	$4,712,000,000	$4,492,000,000
974	LMT	Year 4	12/31/2016	2016	$47,248,000,000	$42,186,000,000	-$487,000,000	$0	$0	Industrials	Aerospace & Defense	0.11	0.12	$5,549,000,000	$5,062,000,000
975	LNT	Year 1	12/31/2012	2012	$3,094,500,000	$2,144,200,000	$98,200,000	$0	$332,400,000	Utilities	Electric Utilities	0.31	0.17	$519,700,000	$950,300,000
976	LNT	Year 2	12/31/2013	2013	$3,276,800,000	$2,272,400,000	$99,600,000	$0	$370,900,000	Utilities	Electric Utilities	0.31	0.16	$533,900,000	$1,004,400,000
977	LNT	Year 3	12/31/2014	2014	$3,350,300,000	$2,317,500,000	$101,100,000	$0	$388,100,000	Utilities	Electric Utilities	0.31	0.16	$543,600,000	$1,032,800,000
978	LNT	Year 4	12/31/2015	2015	$3,253,600,000	$2,171,600,000	$103,700,000	$0	$401,300,000	Utilities	Electric Utilities	0.33	0.18	$577,000,000	$1,082,000,000
979	LOW	Year 1	2/1/2013	2013	$50,521,000,000	$33,194,000,000	$12,244,000,000	$0	$1,523,000,000	Consumer Discretionary	Home Improvement Retail	0.34	0.07	$3,560,000,000	$17,327,000,000
980	LOW	Year 2	1/31/2014	2014	$53,417,000,000	$34,941,000,000	$12,865,000,000	$0	$1,462,000,000	Consumer Discretionary	Home Improvement Retail	0.35	0.08	$4,149,000,000	$18,476,000,000
981	LOW	Year 3	1/30/2015	2015	$56,223,000,000	$36,665,000,000	$13,281,000,000	$0	$1,485,000,000	Consumer Discretionary	Home Improvement Retail	0.35	0.09	$4,792,000,000	$19,558,000,000
982	LOW	Year 4	1/29/2016	2016	$59,074,000,000	$38,504,000,000	$14,115,000,000	$0	$1,484,000,000	Consumer Discretionary	Home Improvement Retail	0.35	0.08	$4,971,000,000	$20,570,000,000
983	LRCX	Year 1	6/30/2013	2013	$3,598,916,000	$2,195,857,000	$601,300,000	$683,688,000	$0	Information Technology	Semiconductor Equipment	0.39	0.03	$118,071,000	$1,403,059,000
984	LRCX	Year 2	6/29/2014	2014	$4,607,309,000	$2,599,828,000	$613,341,000	$716,471,000	$0	Information Technology	Semiconductor Equipment	0.44	0.15	$677,669,000	$2,007,481,000
985	LRCX	Year 3	6/28/2015	2015	$5,259,312,000	$2,974,976,000	$591,611,000	$825,242,000	$0	Information Technology	Semiconductor Equipment	0.43	0.16	$867,483,000	$2,284,336,000
986	LRCX	Year 4	6/26/2016	2016	$5,885,893,000	$3,266,971,000	$630,954,000	$913,712,000	$0	Information Technology	Semiconductor Equipment	0.44	0.18	$1,074,256,000	$2,618,922,000
987	LUK	Year 1	12/31/2012	2012	$7,810,610,000	$7,479,746,000	$360,586,000	$0	$116,388,000	Financials	Multi-Sector Holdings	0.04	-0.02	-$146,110,000	$330,864,000
988	LUK	Year 2	12/31/2013	2013	$9,531,778,000	$7,567,707,000	$2,177,616,000	$0	$167,425,000	Financials	Multi-Sector Holdings	0.21	-0.04	-$380,970,000	$1,964,071,000
989	LUK	Year 3	12/31/2014	2014	$10,681,897,000	$8,024,286,000	$2,856,642,000	$0	$185,993,000	Financials	Multi-Sector Holdings	0.25	-0.04	-$385,024,000	$2,657,611,000
