                    Summary Statistic for Health Care & Customer Discretionary,,,,,,,,,,,,,,,,,,,
Ticker Symbol,Year,Period Ending,Period ending year,Total Revenue,Cost of Goods Sold," Sales, General and Admin. ",Research and Development,Other Operating Items,GICS Sector,GICS Sub Industry,Gross Margin ,Gross profit,Operating profit ,Operating Margin ,Summary Statistics for both Sectors,,,Shape,
HOG,Year 4,12/31/2015,2015,"$5,995,402,000","$3,619,612,000","$1,220,095,000",$0,$0,Consumer Discretionary,Motorcycle Manufacturers,0.3962686739,"$2,375,790,000","$1,155,695,000",0.1927635545,,,,,
TGNA,Year 1,12/30/2012,2012,"$5,353,197,000","$2,943,847,000","$1,303,427,000",$0,"$194,039,000",Consumer Discretionary,Publishing,0.4500768419,"$2,409,350,000","$911,884,000",0.1703438151,,,,,
TGNA,Year 2,12/29/2013,2013,"$1,603,123,000","$662,769,000","$531,932,000",$0,"$74,833,000",Consumer Discretionary,Publishing,0.5865763263,"$940,354,000","$333,589,000",0.2080869653,,,,,
TGNA,Year 3,12/31/2014,2014,"$2,626,141,000","$954,990,000","$766,854,000",$0,"$151,837,000",Consumer Discretionary,Publishing,0.6363523512,"$1,671,151,000","$752,460,000",0.2865268849,,,,,
TGNA,Year 4,12/31/2015,2015,"$3,050,945,000","$923,336,000","$1,068,221,000",$0,"$205,087,000",Consumer Discretionary,Publishing,0.6973606538,"$2,127,609,000","$854,301,000",0.2800119307,,,,,
CMG,Year 1,12/31/2013,2013,"$3,214,591,000","$2,359,822,000","$203,733,000",$0,"$96,054,000",Consumer Discretionary,Restaurants,0.2659028785,"$854,769,000","$554,982,000",0.1726446693,,,,,
CMG,Year 2,12/31/2014,2014,"$4,108,269,000","$2,990,513,000","$273,897,000",$0,"$110,474,000",Consumer Discretionary,Restaurants,0.2720746864,"$1,117,756,000","$733,385,000",0.1785143573,,,,,
CMG,Year 3,12/31/2015,2015,"$4,501,223,000","$3,326,936,000","$250,214,000",$0,"$130,368,000",Consumer Discretionary,Restaurants,0.2608817648,"$1,174,287,000","$793,705,000",0.1763309661,,,,,
CMG,Year 4,12/31/2016,2016,"$3,904,384,000","$3,406,170,000","$276,240,000",$0,"$146,368,000",Consumer Discretionary,Restaurants,0.1276037398,"$498,214,000","$75,606,000",0.01936438629,,,,,
DRI,Year 1,5/26/2013,2013,"$5,921,000,000","$4,616,600,000","$625,200,000",$0,"$278,300,000",Consumer Discretionary,Restaurants,0.2203006249,"$1,304,400,000","$400,900,000",0.06770815741,,,,,
DRI,Year 2,5/25/2014,2014,"$6,285,600,000","$4,990,500,000","$665,400,000",$0,"$304,400,000",Consumer Discretionary,Restaurants,0.2060423826,"$1,295,100,000","$325,300,000",0.05175321369,,,,,
DRI,Year 3,5/31/2015,2015,"$6,764,000,000","$5,341,500,000","$673,500,000",$0,"$319,300,000",Consumer Discretionary,Restaurants,0.2103045535,"$1,422,500,000","$429,700,000",0.06352749852,,,,,
DRI,Year 4,5/29/2016,2016,"$6,933,500,000","$5,392,400,000","$622,900,000",$0,"$290,200,000",Consumer Discretionary,Restaurants,0.2222686955,"$1,541,100,000","$628,000,000",0.0905747458,,,,,
MCD,Year 1,12/31/2012,2012,"$27,567,000,000","$16,750,700,000","$2,211,700,000",$0,$0,Consumer Discretionary,Restaurants,0.3923640585,"$10,816,300,000","$8,604,600,000",0.3121340733,,,,,
MCD,Year 2,12/31/2013,2013,"$28,105,700,000","$17,203,000,000","$2,138,400,000",$0,$0,Consumer Discretionary,Restaurants,0.3879177533,"$10,902,700,000","$8,764,300,000",0.3118335427,,,,,
MCD,Year 3,12/31/2014,2014,"$27,441,300,000","$16,985,600,000","$2,506,500,000",$0,$0,Consumer Discretionary,Restaurants,0.3810205785,"$10,455,700,000","$7,949,200,000",0.2896801536,,,,,
MCD,Year 4,12/31/2015,2015,"$25,413,000,000","$15,623,800,000","$2,643,700,000",$0,$0,Consumer Discretionary,Restaurants,0.3852044229,"$9,789,200,000","$7,145,500,000",0.2811749892,,,,,
SBUX,Year 1,9/29/2013,2013,"$14,866,800,000","$6,382,300,000","$5,655,800,000",$0,"$621,400,000",Consumer Discretionary,Restaurants,0.5707011596,"$8,484,500,000","$2,207,300,000",0.1484717626,,,,,
SBUX,Year 2,9/28/2014,2014,"$16,447,800,000","$6,858,800,000","$6,086,800,000",$0,"$709,600,000",Consumer Discretionary,Restaurants,0.5829959022,"$9,589,000,000","$2,792,600,000",0.1697856248,,,,,
SBUX,Year 3,9/27/2015,2015,"$19,162,700,000","$7,787,500,000","$7,130,200,000",$0,"$893,900,000",Consumer Discretionary,Restaurants,0.5936115474,"$11,375,200,000","$3,351,100,000",0.1748761918,,,,,
SBUX,Year 4,10/2/2016,2016,"$21,315,900,000","$8,511,100,000","$7,970,300,000",$0,"$980,800,000",Consumer Discretionary,Restaurants,0.6007158975,"$12,804,800,000","$3,853,700,000",0.1807899268,,,,,
YUM,Year 1,12/29/2012,2012,"$13,633,000,000","$9,852,000,000","$1,450,000,000",$0,$0,Consumer Discretionary,Restaurants,0.2773417443,"$3,781,000,000","$2,331,000,000",0.1709821756,,,,,
YUM,Year 2,12/28/2013,2013,"$13,084,000,000","$9,501,000,000","$1,454,000,000",$0,$0,Consumer Discretionary,Restaurants,0.2738459187,"$3,583,000,000","$2,129,000,000",0.1627178233,,,,,
YUM,Year 3,12/27/2014,2014,"$13,279,000,000","$9,682,000,000","$1,505,000,000",$0,$0,Consumer Discretionary,Restaurants,0.2708788312,"$3,597,000,000","$2,092,000,000",0.1575419836,,,,,
YUM,Year 4,12/26/2015,2015,"$13,105,000,000","$9,359,000,000","$1,746,000,000",$0,$0,Consumer Discretionary,Restaurants,0.2858450973,"$3,746,000,000","$2,000,000,000",0.1526135063,,,,,
TSCO,Year 1,12/29/2012,2012,"$4,664,120,000","$3,098,066,000","$1,040,287,000",$0,"$88,975,000",Consumer Discretionary,Specialty Retail,0.3357662324,"$1,566,054,000","$436,792,000",0.09364939153,,,,,
TSCO,Year 2,12/28/2013,2013,"$5,164,784,000","$3,411,175,000","$1,138,934,000",$0,"$100,025,000",Consumer Discretionary,Specialty Retail,0.3395319146,"$1,753,609,000","$514,650,000",0.09964598713,,,,,
TSCO,Year 3,12/27/2014,2014,"$5,711,715,000","$3,761,300,000","$1,246,308,000",$0,"$114,635,000",Consumer Discretionary,Specialty Retail,0.3414762466,"$1,950,415,000","$589,472,000",0.1032040289,,,,,
TSCO,Year 4,12/26/2015,2015,"$6,226,507,000","$4,083,333,000","$1,369,097,000",$0,"$123,569,000",Consumer Discretionary,Specialty Retail,0.3442016527,"$2,143,174,000","$650,508,000",0.1044739852,,,,,
AN,Year 1,12/31/2013,2013,"$17,517,600,000","$14,757,700,000","$1,924,300,000",$0,"$95,300,000",Consumer Discretionary,Specialty Stores,0.157550121,"$2,759,900,000","$740,300,000",0.0422603553,,,,,
AN,Year 2,12/31/2014,2014,"$19,108,800,000","$16,120,100,000","$2,061,000,000",$0,"$106,900,000",Consumer Discretionary,Specialty Stores,0.1564043791,"$2,988,700,000","$820,800,000",0.04295403165,,,,,
AN,Year 3,12/31/2015,2015,"$20,862,000,000","$17,600,500,000","$2,245,600,000",$0,"$127,400,000",Consumer Discretionary,Specialty Stores,0.1563368805,"$3,261,500,000","$888,500,000",0.04258939699,,,,,
AN,Year 4,12/31/2016,2016,"$21,609,000,000","$18,295,800,000","$2,280,300,000",$0,"$143,400,000",Consumer Discretionary,Specialty Stores,0.1533250035,"$3,313,200,000","$889,500,000",0.04116340414,,,,,
AZO,Year 1,8/31/2013,2013,"$9,147,530,000","$4,406,595,000","$2,967,837,000",$0,$0,Consumer Discretionary,Specialty Stores,0.5182748786,"$4,740,935,000","$1,773,098,000",0.1938335266,,,,,
AZO,Year 2,8/30/2014,2014,"$9,475,313,000","$4,540,406,000","$3,104,684,000",$0,$0,Consumer Discretionary,Specialty Stores,0.520817307,"$4,934,907,000","$1,830,223,000",0.1931569965,,,,,
AZO,Year 3,8/29/2015,2015,"$10,187,340,000","$4,860,309,000","$3,373,980,000",$0,$0,Consumer Discretionary,Specialty Stores,0.522906961,"$5,327,031,000","$1,953,051,000",0.1917135386,,,,,
AZO,Year 4,8/27/2016,2016,"$10,635,676,000","$5,026,940,000","$3,548,341,000",$0,$0,Consumer Discretionary,Specialty Stores,0.5273511529,"$5,608,736,000","$2,060,395,000",0.1937248747,,,,,
BBBY,Year 1,3/2/2013,2013,"$10,914,585,000","$6,525,830,000","$2,750,537,000",$0,$0,Consumer Discretionary,Specialty Stores,0.402100034,"$4,388,755,000","$1,638,218,000",0.150094392,,,,,
BBBY,Year 2,3/1/2014,2014,"$11,503,963,000","$6,938,381,000","$2,950,995,000",$0,$0,Consumer Discretionary,Specialty Stores,0.3968703655,"$4,565,582,000","$1,614,587,000",0.1403505036,,,,,
BBBY,Year 3,2/28/2015,2015,"$11,881,176,000","$7,261,397,000","$3,065,486,000",$0,$0,Consumer Discretionary,Specialty Stores,0.3888317958,"$4,619,779,000","$1,554,293,000",0.1308197943,,,,,
BBBY,Year 4,2/27/2016,2016,"$12,103,887,000","$7,483,577,000","$3,205,407,000",$0,$0,Consumer Discretionary,Specialty Stores,0.3817211777,"$4,620,310,000","$1,414,903,000",0.1168965804,,,,,
GPC,Year 1,12/31/2012,2012,"$13,013,868,000","$9,235,777,000","$2,656,530,000",$0,"$98,383,000",Consumer Discretionary,Specialty Stores,0.290312688,"$3,778,091,000","$1,023,178,000",0.07862212833,,,,,
GPC,Year 2,12/31/2013,2013,"$14,077,843,000","$9,857,923,000","$3,028,028,000",$0,"$133,957,000",Consumer Discretionary,Specialty Stores,0.2997561487,"$4,219,920,000","$1,057,935,000",0.0751489415,,,,,
GPC,Year 3,12/31/2014,2014,"$15,341,647,000","$10,747,886,000","$3,314,030,000",$0,"$148,313,000",Consumer Discretionary,Specialty Stores,0.2994307586,"$4,593,761,000","$1,131,418,000",0.07374814451,,,,,
GPC,Year 4,12/31/2015,2015,"$15,280,044,000","$10,724,192,000","$3,277,390,000",$0,"$141,675,000",Consumer Discretionary,Specialty Stores,0.2981569948,"$4,555,852,000","$1,136,787,000",0.07439684074,,,,,
KMX,Year 1,2/28/2013,2013,"$10,962,818,000","$9,498,456,000","$731,767,000",$0,$0,Consumer Discretionary,Specialty Stores,0.1335753271,"$1,464,362,000","$732,595,000",0.06682542755,,,,,
KMX,Year 2,2/28/2014,2014,"$12,574,299,000","$10,925,598,000","$819,048,000",$0,$0,Consumer Discretionary,Specialty Stores,0.1311167326,"$1,648,701,000","$829,653,000",0.0659800598,,,,,
KMX,Year 3,2/28/2015,2015,"$14,268,716,000","$12,381,189,000","$890,431,000",$0,$0,Consumer Discretionary,Specialty Stores,0.1322842924,"$1,887,527,000","$997,096,000",0.06987986866,,,,,
KMX,Year 4,2/29/2016,2016,"$15,149,675,000","$13,130,915,000","$959,899,000",$0,$0,Consumer Discretionary,Specialty Stores,0.1332543437,"$2,018,760,000","$1,058,861,000",0.06989331454,,,,,
ORLY,Year 1,12/31/2012,2012,"$6,182,184,000","$3,084,766,000","$2,120,025,000",$0,$0,Consumer Discretionary,Specialty Stores,0.501023263,"$3,097,418,000","$977,393,000",0.1580983355,,,,,
ORLY,Year 2,12/31/2013,2013,"$6,649,237,000","$3,280,236,000","$2,265,516,000",$0,$0,Consumer Discretionary,Specialty Stores,0.506674826,"$3,369,001,000","$1,103,485,000",0.1659566353,,,,,
ORLY,Year 3,12/31/2014,2014,"$7,216,081,000","$3,507,180,000","$2,438,527,000",$0,$0,Consumer Discretionary,Specialty Stores,0.5139771851,"$3,708,901,000","$1,270,374,000",0.1760476358,,,,,
ORLY,Year 4,12/31/2015,2015,"$7,966,674,000","$3,804,031,000","$2,648,622,000",$0,$0,Consumer Discretionary,Specialty Stores,0.5225070086,"$4,162,643,000","$1,514,021,000",0.1900443021,,,,,
SIG,Year 1,2/2/2013,2013,"$3,983,400,000","$2,446,000,000","$976,900,000",$0,$0,Consumer Discretionary,Specialty Stores,0.3859516996,"$1,537,400,000","$560,500,000",0.1407089421,,,,,
SIG,Year 2,2/1/2014,2014,"$4,209,200,000","$2,628,700,000","$1,010,000,000",$0,$0,Consumer Discretionary,Specialty Stores,0.3754870284,"$1,580,500,000","$570,500,000",0.135536444,,,,,
SIG,Year 3,2/2/2015,2015,"$5,736,300,000","$3,662,100,000","$1,497,600,000",$0,$0,Consumer Discretionary,Specialty Stores,0.3615919669,"$2,074,200,000","$576,600,000",0.1005177553,,,,,
SIG,Year 4,1/30/2016,2016,"$6,550,200,000","$4,109,800,000","$1,736,700,000",$0,$0,Consumer Discretionary,Specialty Stores,0.3725687765,"$2,440,400,000","$703,700,000",0.1074318341,,,,,
SPLS,Year 1,2/2/2013,2013,"$24,380,510,000","$17,889,249,000","$4,884,284,000",$0,"$78,900,000",Consumer Discretionary,Specialty Stores,0.2662479579,"$6,491,261,000","$1,528,077,000",0.06267617043,,,,,
SPLS,Year 2,2/1/2014,2014,"$23,114,000,000","$17,082,000,000","$4,735,000,000",$0,"$55,000,000",Consumer Discretionary,Specialty Stores,0.2609673791,"$6,032,000,000","$1,242,000,000",0.05373366791,,,,,
SPLS,Year 3,1/31/2015,2015,"$22,492,000,000","$16,691,000,000","$4,816,000,000",$0,"$62,000,000",Consumer Discretionary,Specialty Stores,0.257913925,"$5,801,000,000","$923,000,000",0.04103681309,,,,,
SPLS,Year 4,1/30/2016,2016,"$21,059,000,000","$15,545,000,000","$4,600,000,000",$0,"$67,000,000",Consumer Discretionary,Specialty Stores,0.2618357947,"$5,514,000,000","$847,000,000",0.04022033335,,,,,
ULTA,Year 1,2/2/2013,2013,"$2,220,256,000","$1,436,582,000","$488,880,000",$0,$0,Consumer Discretionary,Specialty Stores,0.352965604,"$783,674,000","$294,794,000",0.1327747791,,,,,
ULTA,Year 2,2/2/2014,2014,"$2,670,573,000","$1,729,325,000","$596,390,000",$0,$0,Consumer Discretionary,Specialty Stores,0.3524517023,"$941,248,000","$344,858,000",0.1291325869,,,,,
ULTA,Year 3,1/31/2015,2015,"$3,241,369,000","$2,104,582,000","$712,006,000",$0,$0,Consumer Discretionary,Specialty Stores,0.3507119985,"$1,136,787,000","$424,781,000",0.1310498743,,,,,
ULTA,Year 4,1/31/2016,2016,"$3,924,116,000","$2,539,783,000","$863,354,000",$0,$0,Consumer Discretionary,Specialty Stores,0.3527757589,"$1,384,333,000","$520,979,000",0.1327634045,,,,,
GT,Year 1,12/31/2013,2013,"$19,540,000,000","$15,422,000,000","$2,816,000,000",$0,$0,Consumer Discretionary,Tires & Rubber,0.2107471853,"$4,118,000,000","$1,302,000,000",0.06663254862,,,,,
GT,Year 2,12/31/2014,2014,"$18,138,000,000","$13,906,000,000","$2,815,000,000",$0,$0,Consumer Discretionary,Tires & Rubber,0.2333223068,"$4,232,000,000","$1,417,000,000",0.0781232771,,,,,
GT,Year 3,12/31/2015,2015,"$16,443,000,000","$12,164,000,000","$2,728,000,000",$0,$0,Consumer Discretionary,Tires & Rubber,0.2602323177,"$4,279,000,000","$1,551,000,000",0.09432585295,,,,,
GT,Year 4,12/31/2016,2016,"$15,158,000,000","$10,972,000,000","$2,617,000,000",$0,$0,Consumer Discretionary,Tires & Rubber,0.2761578045,"$4,186,000,000","$1,569,000,000",0.1035096978,,,,,
ALXN,Year 1,12/31/2013,2013,"$1,551,346,000","$177,556,000","$493,726,000","$317,093,000","$417,000",Health Care,Biotechnology,0.8855471313,"$1,373,790,000","$562,554,000",0.3626231672,,,,,
ALXN,Year 2,12/31/2014,2014,"$2,234,000,000","$174,000,000","$650,000,000","$514,000,000",$0,Health Care,Biotechnology,0.9221128021,"$2,060,000,000","$896,000,000",0.4010743062,,,,,
ALXN,Year 3,12/31/2015,2015,"$2,604,000,000","$233,000,000","$927,000,000","$709,000,000","$117,000,000",Health Care,Biotechnology,0.9105222734,"$2,371,000,000","$618,000,000",0.2373271889,,,,,
ALXN,Year 4,12/31/2016,2016,"$3,084,000,000","$258,000,000","$990,000,000","$757,000,000","$322,000,000",Health Care,Biotechnology,0.9163424125,"$2,826,000,000","$757,000,000",0.245460441,,,,,
AMGN,Year 4,12/31/2016,2016,"$22,991,000,000","$4,162,000,000","$5,195,000,000","$3,840,000,000",$0,Health Care,Biotechnology,0.8189726415,"$18,829,000,000","$9,794,000,000",0.4259927798,,,,,
AMGN,Year 3,12/31/2015,2015,"$21,662,000,000","$4,227,000,000","$4,895,000,000","$4,070,000,000",$0,Health Care,Biotechnology,0.8048656634,"$17,435,000,000","$8,470,000,000",0.3910072939,,,,,
AMGN,Year 1,12/31/2013,2013,"$18,676,000,000","$3,346,000,000","$5,380,000,000","$4,083,000,000",$0,Health Care,Biotechnology,0.8208395802,"$15,330,000,000","$5,867,000,000",0.3141464982,,,,,
AMGN,Year 2,12/31/2014,2014,"$20,063,000,000","$4,422,000,000","$5,153,000,000","$4,297,000,000",$0,Health Care,Biotechnology,0.779594278,"$15,641,000,000","$6,191,000,000",0.3085779794,,,,,
BIIB,Year 1,12/31/2013,2013,"$6,932,200,000","$857,700,000","$1,797,000,000","$1,444,100,000","$342,900,000",Health Care,Biotechnology,0.8762730446,"$6,074,500,000","$2,490,500,000",0.3592654569,,,,,
BIIB,Year 2,12/31/2014,2014,"$9,703,300,000","$1,171,000,000","$2,193,400,000","$1,893,400,000","$489,800,000",Health Care,Biotechnology,0.8793194068,"$8,532,300,000","$3,955,700,000",0.4076654334,,,,,
BIIB,Year 4,12/31/2016,2016,"$11,448,800,000","$1,478,700,000","$1,972,900,000","$1,973,300,000","$385,600,000",Health Care,Biotechnology,0.870842359,"$9,970,100,000","$5,638,300,000",0.4924795612,,,,,
BIIB,Year 3,12/31/2015,2015,"$10,763,800,000","$1,240,400,000","$2,143,600,000","$2,012,800,000","$382,600,000",Health Care,Biotechnology,0.8847618871,"$9,523,400,000","$4,984,400,000",0.4630706628,,,,,
CELG,Year 1,12/31/2013,2013,"$6,493,900,000","$340,400,000","$1,684,500,000","$2,226,200,000","$262,800,000",Health Care,Biotechnology,0.9475815766,"$6,153,500,000","$1,980,000,000",0.304901523,,,,,
CELG,Year 2,12/31/2014,2014,"$7,670,400,000","$385,900,000","$2,027,900,000","$2,430,600,000","$258,300,000",Health Care,Biotechnology,0.9496897163,"$7,284,500,000","$2,567,700,000",0.3347543805,,,,,
CELG,Year 3,12/31/2015,2015,"$9,256,000,000","$420,100,000","$2,305,400,000","$3,697,300,000","$279,000,000",Health Care,Biotechnology,0.9546132239,"$8,835,900,000","$2,554,200,000",0.2759507347,,,,,
CELG,Year 4,12/31/2016,2016,"$11,229,200,000","$438,000,000","$2,657,700,000","$4,470,100,000","$459,000,000",Health Care,Biotechnology,0.9609945499,"$10,791,200,000","$3,204,400,000",0.2853631603,,,,,
GILD,Year 1,12/31/2012,2012,"$9,702,000,000","$2,471,000,000","$1,461,000,000","$1,760,000,000",$0,Health Care,Biotechnology,0.7453102453,"$7,231,000,000","$4,010,000,000",0.4133168419,,,,,
GILD,Year 2,12/31/2013,2013,"$11,202,000,000","$2,859,000,000","$1,699,000,000","$2,120,000,000",$0,Health Care,Biotechnology,0.7447777183,"$8,343,000,000","$4,524,000,000",0.4038564542,,,,,
GILD,Year 3,12/31/2014,2014,"$24,890,000,000","$3,788,000,000","$2,983,000,000","$2,854,000,000",$0,Health Care,Biotechnology,0.8478103656,"$21,102,000,000","$15,265,000,000",0.6132985135,,,,,
GILD,Year 4,12/31/2015,2015,"$32,639,000,000","$4,006,000,000","$3,426,000,000","$3,014,000,000",$0,Health Care,Biotechnology,0.8772633966,"$28,633,000,000","$22,193,000,000",0.6799534299,,,,,
REGN,Year 1,12/31/2013,2013,"$2,104,745,000","$155,355,000","$346,393,000","$859,947,000",$0,Health Care,Biotechnology,0.9261882081,"$1,949,390,000","$743,050,000",0.3530356409,,,,,
REGN,Year 2,12/31/2014,2014,"$2,819,557,000","$205,018,000","$519,267,000","$1,271,353,000",$0,Health Care,Biotechnology,0.9272871589,"$2,614,539,000","$823,919,000",0.292215763,,,,,
REGN,Year 3,12/31/2015,2015,"$4,103,728,000","$392,709,000","$838,526,000","$1,620,577,000",$0,Health Care,Biotechnology,0.9043043301,"$3,711,019,000","$1,251,916,000",0.3050679772,,,,,
REGN,Year 4,12/31/2016,2016,"$4,860,427,000","$299,694,000","$1,177,697,000","$2,052,295,000",$0,Health Care,Biotechnology,0.9383399854,"$4,560,733,000","$1,330,741,000",0.2737909653,,,,,
VRTX,Year 1,12/31/2012,2012,"$1,527,042,000","$279,885,000","$432,681,000","$765,905,000",$0,Health Care,Biotechnology,0.816714275,"$1,247,157,000","$48,571,000",0.03180724564,,,,,
VRTX,Year 3,12/31/2014,2014,"$580,415,000","$60,987,000","$305,409,000","$855,506,000",$0,Health Care,Biotechnology,0.8949251828,"$519,428,000","-$641,487,000",-1.105221264,,,,,
VRTX,Year 2,12/31/2013,2013,"$1,211,975,000","$130,277,000","$356,188,000","$882,097,000",$0,Health Care,Biotechnology,0.8925085088,"$1,081,698,000","-$156,587,000",-0.1291998597,,,,,
VRTX,Year 4,12/31/2015,2015,"$1,032,336,000","$124,512,000","$376,575,000","$995,922,000",$0,Health Care,Biotechnology,0.8793881062,"$907,824,000","-$464,673,000",-0.4501179848,,,,,
ABC,Year 1,9/30/2013,2013,"$87,959,167,000","$85,451,348,000","$1,447,234,000",$0,"$162,186,000",Health Care,Health Care Distributors,0.02851117269,"$2,507,819,000","$898,399,000",0.01021381887,,,,,
ABC,Year 2,9/30/2014,2014,"$119,569,127,000","$116,586,761,000","$2,011,595,000",$0,"$188,680,000",Health Care,Health Care Distributors,0.02494260914,"$2,982,366,000","$782,091,000",0.006540910849,,,,,
ABC,Year 3,9/30/2015,2015,"$135,961,803,000","$132,432,490,000","$2,858,458,000",$0,"$248,635,000",Health Care,Health Care Distributors,0.02595812149,"$3,529,313,000","$422,220,000",0.003105431016,,,,,
ABC,Year 4,9/30/2016,2016,"$146,849,686,000","$142,577,080,000","$2,382,097,000",$0,"$364,735,000",Health Care,Health Care Distributors,0.02909509796,"$4,272,606,000","$1,525,774,000",0.01039003924,,,,,
CAH,Year 1,6/30/2013,2013,"$101,093,000,000","$96,172,000,000","$2,875,000,000",$0,"$158,000,000",Health Care,Health Care Distributors,0.04867795001,"$4,921,000,000","$1,888,000,000",0.01867587271,,,,,
CAH,Year 2,6/30/2014,2014,"$91,084,000,000","$85,923,000,000","$3,028,000,000",$0,"$223,000,000",Health Care,Health Care Distributors,0.05666198235,"$5,161,000,000","$1,910,000,000",0.02096965438,,,,,
CAH,Year 3,6/30/2015,2015,"$102,531,000,000","$96,819,000,000","$3,240,000,000",$0,"$281,000,000",Health Care,Health Care Distributors,0.0557099804,"$5,712,000,000","$2,191,000,000",0.02136914689,,,,,
CAH,Year 4,6/30/2016,2016,"$121,546,000,000","$115,003,000,000","$3,648,000,000",$0,"$459,000,000",Health Care,Health Care Distributors,0.05383147121,"$6,543,000,000","$2,436,000,000",0.02004179488,,,,,
HSIC,Year 1,12/29/2012,2012,"$8,939,967,000","$6,432,454,000","$1,873,360,000",$0,$0,Health Care,Health Care Distributors,0.2804834738,"$2,507,513,000","$634,153,000",0.07093460188,,,,,
HSIC,Year 2,12/28/2013,2013,"$9,560,647,000","$6,904,633,000","$1,978,960,000",$0,$0,Health Care,Health Care Distributors,0.2778069308,"$2,656,014,000","$677,054,000",0.07081675539,,,,,
HSIC,Year 3,12/27/2014,2014,"$10,371,390,000","$7,460,075,000","$2,196,173,000",$0,$0,Health Care,Health Care Distributors,0.280706347,"$2,911,315,000","$715,142,000",0.06895334184,,,,,
HSIC,Year 4,12/26/2015,2015,"$10,629,719,000","$7,617,460,000","$2,243,356,000",$0,$0,Health Care,Health Care Distributors,0.2833808683,"$3,012,259,000","$768,903,000",0.07233521413,,,,,
BMY,Year 2,12/31/2013,2013,"$16,385,000,000","$4,619,000,000","$4,939,000,000","$3,731,000,000",$0,Health Care,Health Care Distributors,0.7180958193,"$11,766,000,000","$3,096,000,000",0.188953311,,,,,
BMY,Year 1,12/31/2012,2012,"$17,621,000,000","$4,610,000,000","$5,017,000,000","$3,904,000,000",$0,Health Care,Health Care Distributors,0.7383803416,"$13,011,000,000","$4,090,000,000",0.2321094149,,,,,
BMY,Year 3,12/31/2014,2014,"$15,879,000,000","$3,932,000,000","$4,822,000,000","$4,534,000,000",$0,Health Care,Health Care Distributors,0.7523773537,"$11,947,000,000","$2,591,000,000",0.1631714844,,,,,
BMY,Year 4,12/31/2015,2015,"$16,560,000,000","$3,909,000,000","$4,841,000,000","$5,920,000,000",$0,Health Care,Health Care Distributors,0.7639492754,"$12,651,000,000","$1,890,000,000",0.1141304348,,,,,
MCK,Year 3,3/31/2015,2015,"$179,045,000,000","$167,634,000,000","$7,901,000,000","$392,000,000",$0,Health Care,Health Care Distributors,0.06373258119,"$11,411,000,000","$3,118,000,000",0.01741461644,,,,,
MCK,Year 4,3/31/2016,2016,"$190,884,000,000","$179,468,000,000","$7,276,000,000","$392,000,000",$0,Health Care,Health Care Distributors,0.05980595545,"$11,416,000,000","$3,748,000,000",0.01963496155,,,,,
MCK,Year 1,3/31/2013,2013,"$122,196,000,000","$115,315,000,000","$4,110,000,000","$433,000,000",$0,Health Care,Health Care Distributors,0.05631117222,"$6,881,000,000","$2,338,000,000",0.01913319585,,,,,
MCK,Year 2,3/31/2014,2014,"$137,392,000,000","$129,040,000,000","$5,388,000,000","$457,000,000",$0,Health Care,Health Care Distributors,0.06078956562,"$8,352,000,000","$2,507,000,000",0.01824705951,,,,,
WAT,Year 1,12/31/2012,2012,"$1,843,641,000","$737,614,000","$477,270,000","$96,004,000","$13,829,000",Health Care,Health Care Distributors,0.599914517,"$1,106,027,000","$518,924,000",0.281466945,,,,,
WAT,Year 2,12/31/2013,2013,"$1,904,218,000","$783,456,000","$492,965,000","$100,536,000","$9,918,000",Health Care,Health Care Distributors,0.5885681156,"$1,120,762,000","$517,343,000",0.271682654,,,,,
WAT,Year 3,12/31/2014,2014,"$1,989,344,000","$824,913,000","$512,707,000","$107,726,000","$10,634,000",Health Care,Health Care Distributors,0.5853341604,"$1,164,431,000","$533,364,000",0.2681104927,,,,,
WAT,Year 4,12/31/2015,2015,"$2,042,332,000","$842,672,000","$495,747,000","$118,545,000","$10,123,000",Health Care,Health Care Distributors,0.5873971519,"$1,199,660,000","$575,245,000",0.2816608661,,,,,
ABT,Year 3,12/31/2014,2014,"$20,247,000,000","$9,218,000,000","$6,530,000,000","$1,345,000,000","$555,000,000",Health Care,Health Care Equipment,0.544722675,"$11,029,000,000","$2,599,000,000",0.128364696,,,,,
ABT,Year 2,12/31/2013,2013,"$19,657,000,000","$9,193,000,000","$6,372,000,000","$1,371,000,000","$588,000,000",Health Care,Health Care Equipment,0.5323294501,"$10,464,000,000","$2,133,000,000",0.108510963,,,,,
ABT,Year 4,12/31/2015,2015,"$20,405,000,000","$8,747,000,000","$6,785,000,000","$1,405,000,000","$601,000,000",Health Care,Health Care Equipment,0.5713305562,"$11,658,000,000","$2,867,000,000",0.1405047782,,,,,
ABT,Year 1,12/31/2012,2012,"$19,050,000,000","$8,899,000,000","$6,735,000,000","$1,461,000,000","$595,000,000",Health Care,Health Care Equipment,0.5328608924,"$10,151,000,000","$1,360,000,000",0.07139107612,,,,,
BAX,Year 2,12/31/2013,2013,"$9,413,000,000","$5,251,000,000","$3,084,000,000","$582,000,000",$0,Health Care,Health Care Equipment,0.4421544672,"$4,162,000,000","$496,000,000",0.05269308403,,,,,
BAX,Year 4,12/31/2015,2015,"$9,968,000,000","$5,822,000,000","$3,094,000,000","$603,000,000",$0,Health Care,Health Care Equipment,0.4159309791,"$4,146,000,000","$449,000,000",0.04504414125,,,,,
